Date,Close,Change,Momentum
2000-01-03,89.375,0.0,0
2000-01-04,81.9375,0.08321678321678322,0
2000-01-05,69.75,0.14874141876430205,0
2000-01-06,65.5625,0.06003584229390681,0
2000-01-07,69.5625,0.061010486177311724,1
2000-01-10,69.1875,0.005390835579514825,0
2000-01-11,66.75,0.03523035230352303,0
2000-01-12,63.5625,0.047752808988764044,0
2000-01-13,65.9375,0.03736479842674533,1
2000-01-14,64.25,0.025592417061611375,0
2000-01-18,64.125,0.0019455252918287938,0
2000-01-19,66.8125,0.04191033138401559,1
2000-01-20,64.75,0.03086997193638915,0
2000-01-21,62.0625,0.041505791505791506,0
2000-01-24,70.125,0.1299093655589124,1
2000-01-25,69.25,0.012477718360071301,0
2000-01-26,64.8125,0.06407942238267147,0
2000-01-27,66.9375,0.03278688524590164,1
2000-01-28,61.6875,0.0784313725490196,0
2000-01-31,64.5625,0.04660587639311044,1
2000-02-01,67.4375,0.044530493707647625,1
2000-02-02,69.4375,0.029657089898053754,1
2000-02-03,84.1875,0.21242124212421243,1
2000-02-04,78.5625,0.066815144766147,0
2000-02-07,75.0,0.045346062052505964,0
2000-02-08,83.125,0.10833333333333334,1
2000-02-09,80.25,0.03458646616541353,0
2000-02-10,76.1875,0.050623052959501556,0
2000-02-11,76.1875,0.0,0
2000-02-14,74.4375,0.022969647251845776,0
2000-02-15,73.8125,0.008396305625524769,0
2000-02-16,70.6875,0.04233700254022015,0
2000-02-17,69.0,0.023872679045092837,0
2000-02-18,64.75,0.06159420289855073,0
2000-02-22,63.5625,0.01833976833976834,0
2000-02-23,70.4375,0.10816125860373647,1
2000-02-24,68.4375,0.02839396628216504,0
2000-02-25,69.125,0.01004566210045662,1
2000-02-28,65.75,0.048824593128390596,0
2000-02-29,68.875,0.04752851711026616,1
2000-03-01,65.875,0.043557168784029036,0
2000-03-02,62.5625,0.05028462998102467,0
2000-03-03,62.5,0.000999000999000999,0
2000-03-06,63.9375,0.023,1
2000-03-07,63.5,0.006842619745845552,0
2000-03-08,63.625,0.001968503937007874,1
