Date,Close,Change,Momentum
2000-01-03,3.997767925262451,0.0,0
2000-01-04,3.6607143878936768,0.08431043113805738,0
2000-01-05,3.7142856121063232,0.014634090108152526,1
2000-01-06,3.392857074737549,0.08653845474917489,0
2000-01-07,3.5535714626312256,0.04736845211969581,1
2000-01-10,3.4910714626312256,0.017587939529917926,0
2000-01-11,3.3125,0.05115090439788248,0
2000-01-12,3.1138393878936768,0.05997301497549381,0
2000-01-13,3.455357074737549,0.10967736106481973,1
2000-01-14,3.5870535373687744,0.03811370569891929,1
2000-01-18,3.7120535373687744,0.034847542334618106,1
2000-01-19,3.8058035373687744,0.025255562468652615,1
2000-01-20,4.053571224212647,0.06510259513163745,1
2000-01-21,3.9754464626312256,0.019273069908028195,0
2000-01-24,3.794642925262451,0.045480058420685185,0
2000-01-25,4.0089287757873535,0.05647062312459388,1
2000-01-26,3.935267925262451,0.018374197857988973,0
2000-01-27,3.9285714626312256,0.0017016535489839577,0
2000-01-28,3.6294643878936768,0.07613634563674627,0
2000-01-31,3.705357074737549,0.020910161592166944,1
2000-02-01,3.580357074737549,0.033734940379222096,0
2000-02-02,3.529017925262451,0.014339114340672563,0
2000-02-03,3.689732074737549,0.04554075747947509,1
2000-02-04,3.857142925262451,0.04537208857822293,1
2000-02-07,4.0736608505249015,0.05613427592852753,1
2000-02-08,4.1026787757873535,0.0071233041549624895,1
2000-02-09,4.022321224212647,0.01958660571940209,0
2000-02-10,4.053571224212647,0.007769145788727268,1
2000-02-11,3.8839285373687744,0.04185018036208894,0
2000-02-14,4.1361608505249015,0.0649425731522356,1
2000-02-15,4.25,0.027522901934689443,1
2000-02-16,4.075892925262451,0.040966370526482075,0
2000-02-17,4.1026787757873535,0.006571774827273603,1
2000-02-18,3.9732143878936768,0.03155606250670478,0
2000-02-22,4.064732074737549,0.023033664411043375,1
2000-02-23,4.1517858505249015,0.02141685458886574,1
2000-02-24,4.114396572113037,0.00900558934347187,0
2000-02-25,3.9419643878936768,0.041909471096706674,0
2000-02-28,4.044642925262451,0.026047555803424948,1
2000-02-29,4.09375,0.012141263306788037,1
2000-03-01,4.654017925262451,0.13685934052212548,1
2000-03-02,4.357142925262451,0.06378896789127826,0
2000-03-03,4.5714287757873535,0.04918035836797686,1
2000-03-06,4.488839149475098,0.018066479948171378,0
2000-03-07,4.388392925262451,0.022376882055217363,0
2000-03-08,4.357142925262451,0.007121057875220021,0
2000-03-09,4.366071224212647,0.0020491177598123906,1
2000-03-10,4.491071224212647,0.028629858190767788,1
2000-03-13,4.3325891494750985,0.035288256815685023,0
2000-03-14,4.080357074737549,0.058217399812328874,0
2000-03-15,4.1517858505249015,0.01750552083531733,1
2000-03-16,4.341517925262451,0.0456989068242916,1
2000-03-17,4.464285850524902,0.028277650208027107,1
2000-03-20,4.392857074737549,0.016000045288084557,0
2000-03-21,4.819196224212647,0.09705281601964484,1
2000-03-22,5.1495537757873535,0.06855034246477056,1
2000-03-23,5.046875,0.019939354021340266,0
2000-03-24,4.953125,0.018575851393188854,0
2000-03-27,4.984375,0.006309148264984227,1
2000-03-28,4.96875,0.003134796238244514,0
2000-03-29,4.854910850524902,0.022911023793730344,0
2000-03-30,4.491071224212647,0.07494259678793432,0
2000-03-31,4.850446224212647,0.08001988435687832,1
2000-04-03,4.761160850524902,0.01840766180275266,0
2000-04-04,4.546875,0.0450070596756415,0
2000-04-05,4.65625,0.024054982817869417,1
2000-04-06,4.470982074737549,0.03978908462012374,0
2000-04-07,4.705357074737549,0.05242136874676646,1
2000-04-10,4.464285850524902,0.05123335389505859,0
2000-04-11,4.265625,0.044500029159545006,0
2000-04-12,3.9017856121063232,0.08529568067837111,0
2000-04-13,4.064732074737549,0.04176202355291921,1
2000-04-14,3.9955356121063232,0.017023622063870827,0
2000-04-17,4.424107074737549,0.10726258109993317,1
2000-04-18,4.53125,0.024217977425152443,1
2000-04-19,4.325892925262451,0.045320182011045256,0
2000-04-20,4.2455358505249015,0.018575835353732077,0
2000-04-24,4.303571224212647,0.013669740577168993,1
2000-04-25,4.582589149475098,0.0648340438035849,1
2000-04-26,4.3325891494750985,0.05455431238661986,0
